Image_ID,Timestamp,Genotype_ID,Plant_ID,Crop_Type,Region,Soil_Type,Soil_Moisture,Temperature,Humidity,Light_Intensity,Fertilizer_Used,Irrigation_Level,Leaf_Area,Stem_Thickness,Plant_Height,Leaf_Color_Index,Disease_Signs,Weed_Presence,Growth_Stage,Health_Score,Genotype_Performance_Score,Recommended_Action,Yield_Potential
IMG_003762,2021-06-12,G017,P003762,Rice,East,Loamy,21.71,18.9,76.0,41891.4,NPK,9.9,113.9,1.09,33.2,2.6,No,No,Fruiting,78.7,82.6,Apply pesticide,6.7
IMG_003763,2021-04-27,G014,P003763,Rice,East,Loamy,29.63,26.7,43.8,39687.4,Urea,7.0,53.9,2.72,93.5,2.6,Yes,Yes,Germination,55.6,57.9,Add fertilizer,6.76
IMG_003764,2021-06-09,G011,P003764,Soybean,North,Sandy,21.56,28.0,64.6,19310.1,Urea,5.4,52.1,1.79,122.8,4.1,No,Yes,Vegetative,71.9,72.4,No action,5.96
IMG_003765,2021-01-19,G011,P003765,Maize,South,Clay,24.58,27.0,79.6,27744.5,Urea,11.9,144.1,1.56,35.7,2.3,No,No,Germination,80.2,31.5,Apply pesticide,6.0
IMG_003766,2021-05-08,G016,P003766,Wheat,North,Loamy,31.82,25.7,61.3,31492.1,Urea,11.3,42.4,2.49,68.5,2.7,No,No,Fruiting,68.0,36.3,No action,7.11
IMG_003767,2021-07-19,G008,P003767,Rice,North,Loamy,21.67,21.4,46.0,18338.9,NPK,7.3,83.5,1.15,55.0,2.4,Yes,No,Fruiting,63.0,51.9,Add fertilizer,7.15
IMG_003768,2021-02-20,G014,P003768,Maize,West,Loamy,30.28,19.3,58.1,22286.3,NPK,3.1,46.3,1.16,96.0,3.1,No,Yes,Flowering,73.8,61.7,No action,3.41
IMG_003769,2021-03-05,G018,P003769,Soybean,Central,Clay,27.62,32.3,61.0,33510.4,NPK,11.7,157.2,2.35,99.1,3.1,No,Yes,Flowering,80.8,48.9,No action,8.62
IMG_003770,2021-08-09,G005,P003770,Rice,West,Clay,29.81,24.1,54.7,19488.5,DAP,9.0,64.3,2.03,110.6,3.3,No,No,Flowering,85.3,38.3,Add fertilizer,8.08
IMG_003771,2021-10-08,G012,P003771,Soybean,North,Loamy,31.27,16.3,47.4,43433.8,Compost,11.5,138.9,1.23,57.4,4.1,No,Yes,Flowering,75.7,71.3,No action,3.64
IMG_003772,2021-10-23,G019,P003772,Wheat,North,Sandy,23.41,15.1,60.3,36572.0,Urea,5.2,137.8,2.58,50.9,2.4,No,No,Germination,82.7,53.6,Increase irrigation,5.26
IMG_003773,2021-05-22,G019,P003773,Wheat,Central,Loamy,20.22,25.9,47.5,21810.8,DAP,3.2,64.8,2.44,27.0,2.0,No,No,Maturity,89.7,87.4,No action,7.57
IMG_003774,2021-05-09,G018,P003774,Rice,South,Loamy,25.49,24.1,50.8,31603.4,None,10.2,123.6,1.22,52.0,4.5,No,Yes,Flowering,78.8,77.1,Weed control,7.66
IMG_003775,2021-12-09,G019,P003775,Maize,Central,Clay,24.89,26.7,53.8,21917.2,Urea,6.7,66.4,2.0,67.1,4.8,No,No,Vegetative,83.4,58.3,Add fertilizer,4.3
IMG_003776,2021-05-16,G013,P003776,Maize,West,Loamy,19.73,32.0,79.3,20785.5,Urea,7.8,121.9,0.85,59.0,2.4,No,No,Fruiting,80.9,45.2,No action,6.74
IMG_003777,2021-04-03,G020,P003777,Maize,East,Clay,25.8,31.2,48.2,23435.5,Compost,7.1,44.3,1.15,58.8,4.3,No,No,Fruiting,69.9,90.7,Apply pesticide,4.51
IMG_003778,2021-05-03,G014,P003778,Maize,East,Clay,16.28,25.7,51.3,36125.3,Urea,5.7,131.7,2.08,59.2,4.4,Yes,No,Maturity,61.7,69.4,No action,4.76
IMG_003779,2021-03-29,G007,P003779,Rice,North,Clay,23.38,18.0,75.9,28235.8,DAP,5.7,94.3,1.76,61.9,2.9,No,No,Vegetative,93.9,79.9,Apply pesticide,8.23
IMG_003780,2021-09-20,G016,P003780,Wheat,North,Clay,18.2,20.6,61.3,28706.0,Urea,11.1,123.9,1.16,31.3,2.2,No,No,Fruiting,74.9,50.8,No action,5.54
IMG_003781,2021-08-12,G012,P003781,Rice,West,Clay,26.36,20.6,48.7,30153.1,Compost,11.9,160.8,2.28,123.8,2.4,Yes,No,Fruiting,82.1,45.7,Increase irrigation,8.82
IMG_003782,2021-05-10,G002,P003782,Wheat,West,Loamy,30.85,26.3,70.2,26852.2,NPK,10.1,58.9,1.15,102.5,3.1,No,Yes,Flowering,81.2,36.7,Add fertilizer,3.86
IMG_003783,2021-08-15,G005,P003783,Maize,West,Loamy,30.52,20.5,58.3,17282.0,Compost,5.9,129.1,1.33,74.4,3.1,No,No,Fruiting,72.2,71.3,Weed control,7.44
IMG_003784,2021-05-29,G001,P003784,Rice,West,Loamy,20.65,31.4,47.0,39226.3,NPK,9.5,69.5,1.35,42.2,2.5,No,No,Flowering,87.4,41.2,Apply pesticide,5.22
IMG_003785,2021-09-24,G009,P003785,Soybean,South,Loamy,27.06,23.6,72.2,24203.3,NPK,6.9,100.9,0.84,35.0,4.7,No,No,Flowering,75.9,56.0,Increase irrigation,7.2
IMG_003786,2021-11-27,G016,P003786,Soybean,North,Silty,22.05,17.1,71.8,36588.0,DAP,10.6,134.5,2.53,127.0,4.1,No,No,Vegetative,83.9,33.5,Add fertilizer,8.49
IMG_003787,2021-06-30,G008,P003787,Soybean,West,Loamy,24.44,18.3,64.4,36718.4,None,7.4,64.5,1.92,66.1,2.3,Yes,Yes,Flowering,53.0,91.2,Increase irrigation,6.0
IMG_003788,2021-06-05,G012,P003788,Rice,Central,Loamy,29.9,32.8,55.1,15798.2,Urea,4.8,111.9,1.26,77.3,3.0,No,No,Maturity,73.4,46.8,No action,3.66
IMG_003789,2021-08-28,G014,P003789,Rice,South,Loamy,26.06,29.6,78.5,20914.7,Urea,8.2,86.1,2.53,96.6,4.0,No,No,Maturity,90.2,84.9,Increase irrigation,3.02
IMG_003790,2021-01-17,G001,P003790,Maize,South,Loamy,26.74,32.5,43.6,31212.5,DAP,8.6,153.8,0.89,95.0,4.1,No,No,Vegetative,84.1,39.8,No action,3.47
IMG_003791,2021-01-12,G012,P003791,Rice,East,Loamy,31.85,19.9,60.7,21972.5,NPK,12.0,140.9,0.99,32.5,3.9,No,No,Fruiting,68.2,51.4,Increase irrigation,3.73
IMG_003792,2021-11-27,G018,P003792,Rice,North,Sandy,25.04,20.5,77.7,25445.6,Urea,6.7,44.8,2.13,61.5,4.2,No,No,Vegetative,68.4,72.1,Weed control,7.22
IMG_003793,2021-10-11,G016,P003793,Rice,North,Sandy,25.71,25.6,48.7,31156.5,DAP,11.3,152.1,2.11,74.2,2.2,No,No,Maturity,93.0,46.8,Increase irrigation,6.32
IMG_003794,2021-05-13,G009,P003794,Soybean,Central,Clay,19.83,29.8,55.3,40315.7,DAP,10.1,161.1,1.19,116.3,3.9,No,No,Fruiting,70.4,50.3,Apply pesticide,6.46
IMG_003795,2021-01-04,G011,P003795,Wheat,East,Loamy,15.12,30.4,41.4,25364.8,NPK,11.3,77.8,2.25,113.0,4.4,No,No,Maturity,65.6,34.6,Increase irrigation,7.55
IMG_003796,2021-02-24,G002,P003796,Rice,South,Clay,27.95,30.4,43.5,15612.2,Urea,10.1,81.6,2.62,45.3,2.1,No,No,Flowering,75.4,32.6,Apply pesticide,6.18
IMG_003797,2021-04-05,G004,P003797,Maize,East,Sandy,16.92,28.2,62.4,29048.8,NPK,10.9,130.9,2.66,79.8,3.8,No,No,Vegetative,70.2,45.7,No action,7.49
IMG_003798,2021-07-20,G016,P003798,Maize,South,Clay,22.47,31.1,44.6,42243.0,DAP,3.0,106.5,1.59,113.9,2.9,No,Yes,Germination,84.5,87.7,Apply pesticide,8.41
IMG_003799,2021-07-25,G005,P003799,Wheat,North,Clay,16.62,16.1,65.1,26234.5,Urea,5.3,113.0,2.05,110.3,2.0,No,Yes,Flowering,85.1,34.5,No action,5.43
IMG_003800,2021-04-16,G009,P003800,Maize,North,Sandy,21.41,26.2,70.5,34936.7,NPK,5.2,137.6,2.55,114.3,3.3,No,No,Flowering,83.5,77.7,No action,7.01
IMG_003801,2021-12-31,G017,P003801,Wheat,North,Clay,19.95,21.9,55.9,17411.9,Compost,7.8,71.8,2.79,50.4,3.3,No,No,Germination,72.3,94.7,Apply pesticide,8.25
IMG_003802,2021-02-07,G008,P003802,Wheat,West,Silty,33.54,20.6,71.9,34879.4,Urea,4.6,113.2,1.81,44.5,4.6,No,No,Vegetative,77.2,39.9,Increase irrigation,3.39
IMG_003803,2021-11-21,G003,P003803,Wheat,East,Loamy,34.76,23.2,49.2,21227.5,NPK,8.8,71.9,1.16,105.0,3.3,No,No,Vegetative,86.7,57.9,Add fertilizer,7.75
IMG_003804,2021-02-26,G014,P003804,Wheat,North,Loamy,21.71,23.0,53.1,36633.4,Compost,7.8,43.6,2.61,31.2,3.0,No,No,Maturity,81.7,82.1,Increase irrigation,4.84
IMG_003805,2021-12-01,G001,P003805,Wheat,South,Silty,32.72,26.1,60.1,23352.3,DAP,5.3,69.0,2.31,64.9,3.2,No,No,Maturity,76.7,93.5,Apply pesticide,8.28
IMG_003806,2021-05-20,G013,P003806,Maize,North,Clay,31.1,25.8,56.7,21553.9,Urea,9.5,112.5,1.94,96.8,4.0,No,No,Vegetative,83.3,31.2,Increase irrigation,4.51
IMG_003807,2021-12-06,G014,P003807,Maize,Central,Clay,19.52,29.4,77.7,41715.7,Compost,6.9,107.2,2.25,64.8,4.4,No,No,Fruiting,91.6,77.5,Apply pesticide,5.65
IMG_003808,2021-05-24,G019,P003808,Soybean,West,Clay,34.84,29.4,42.2,38877.0,DAP,5.9,67.5,2.79,67.2,2.5,No,No,Maturity,78.7,94.7,Weed control,3.58
IMG_003809,2021-08-01,G001,P003809,Rice,East,Loamy,18.4,28.8,57.4,16520.4,NPK,8.7,127.8,0.93,59.5,4.5,No,No,Fruiting,71.9,36.9,No action,3.46
IMG_003810,2021-04-13,G007,P003810,Rice,West,Loamy,22.17,18.5,48.9,23295.0,None,8.0,113.2,1.69,94.4,3.9,No,No,Flowering,93.1,61.0,No action,3.7
IMG_003811,2021-09-08,G012,P003811,Wheat,Central,Clay,26.95,29.9,68.7,38850.9,Urea,6.8,122.0,1.97,112.2,4.0,No,No,Fruiting,83.8,75.4,Apply pesticide,5.76
IMG_003812,2021-05-14,G009,P003812,Rice,South,Loamy,28.33,23.9,52.5,39373.3,NPK,8.0,75.9,0.95,121.3,4.7,No,No,Fruiting,93.6,87.0,Apply pesticide,5.88
IMG_003813,2021-05-06,G013,P003813,Wheat,West,Loamy,22.08,19.1,76.6,27030.7,DAP,11.1,131.8,1.78,50.4,4.7,No,No,Flowering,93.3,41.2,Apply pesticide,5.67
IMG_003814,2021-08-19,G003,P003814,Soybean,East,Clay,16.96,21.1,43.0,29168.8,NPK,10.7,113.8,1.91,92.7,3.3,No,No,Maturity,90.8,50.4,Weed control,7.44
IMG_003815,2021-06-08,G010,P003815,Maize,South,Clay,30.02,32.2,74.7,21531.0,Urea,6.4,50.9,1.66,129.7,2.5,No,No,Maturity,88.5,66.5,Increase irrigation,4.75
IMG_003816,2021-05-26,G012,P003816,Rice,South,Silty,20.9,23.4,62.4,44398.5,Urea,10.0,63.3,1.33,83.5,2.2,No,No,Maturity,84.7,72.0,Apply pesticide,3.4
IMG_003817,2021-06-08,G001,P003817,Soybean,North,Clay,19.17,17.2,70.5,38260.1,Compost,10.2,64.5,0.92,28.7,2.8,No,No,Maturity,78.5,35.8,Apply pesticide,6.4
IMG_003818,2021-07-25,G018,P003818,Maize,East,Silty,29.29,27.2,59.7,18961.5,NPK,10.3,138.2,1.31,85.9,2.3,No,No,Flowering,78.9,61.6,Increase irrigation,3.14
IMG_003819,2021-11-08,G019,P003819,Wheat,West,Sandy,27.41,32.5,46.6,27375.4,DAP,6.5,71.6,2.66,56.9,2.2,No,No,Vegetative,89.7,43.6,Weed control,6.88
IMG_003820,2021-05-12,G015,P003820,Maize,South,Clay,17.01,33.0,45.6,31602.2,Urea,10.9,40.1,1.39,121.4,3.1,Yes,No,Vegetative,87.4,53.5,No action,6.53
IMG_003821,2021-04-30,G002,P003821,Soybean,East,Loamy,27.72,25.2,41.6,28092.4,NPK,7.0,152.2,2.01,40.2,2.2,No,No,Vegetative,84.3,90.7,Apply pesticide,8.4
IMG_003822,2021-07-31,G016,P003822,Maize,East,Sandy,23.0,27.0,50.6,22791.3,Urea,3.4,67.2,1.84,121.3,2.9,No,No,Vegetative,72.9,68.9,Add fertilizer,8.7
IMG_003823,2021-08-13,G019,P003823,Rice,South,Loamy,17.27,23.2,44.3,17004.1,DAP,9.5,58.6,2.45,30.9,3.6,No,No,Vegetative,70.3,31.9,Apply pesticide,5.3
IMG_003824,2021-03-31,G002,P003824,Wheat,Central,Sandy,17.0,23.1,62.6,23160.1,DAP,7.9,61.5,2.42,32.8,3.0,No,No,Vegetative,93.9,72.5,Weed control,7.78
IMG_003825,2021-12-26,G014,P003825,Wheat,North,Silty,24.38,29.6,54.7,35235.2,Urea,5.1,151.9,0.94,59.1,2.6,No,Yes,Vegetative,73.3,88.3,Increase irrigation,5.78
IMG_003826,2021-05-28,G012,P003826,Soybean,Central,Sandy,33.31,30.1,79.4,17951.6,None,10.9,126.4,2.64,117.2,4.5,No,No,Flowering,73.4,37.7,Weed control,8.59
IMG_003827,2021-02-10,G012,P003827,Rice,East,Loamy,32.14,22.2,51.7,44315.3,Urea,4.3,167.7,2.53,33.1,4.3,No,No,Flowering,74.0,30.3,Add fertilizer,3.18
IMG_003828,2021-10-29,G011,P003828,Wheat,North,Sandy,18.4,18.0,76.0,38205.9,None,10.1,148.1,1.01,75.7,2.8,No,No,Vegetative,73.6,43.4,Increase irrigation,4.88
IMG_003829,2021-01-17,G005,P003829,Maize,North,Sandy,27.52,17.4,47.9,41294.3,DAP,5.1,154.1,0.89,129.2,3.6,No,No,Vegetative,65.1,60.8,Add fertilizer,6.56
IMG_003830,2021-08-04,G014,P003830,Soybean,West,Loamy,28.15,18.4,70.2,28210.7,Compost,11.2,101.4,1.48,46.0,3.1,No,No,Flowering,70.9,88.9,Weed control,6.84
IMG_003831,2021-06-20,G014,P003831,Wheat,West,Sandy,27.74,30.8,58.9,41881.7,DAP,6.5,138.2,2.06,110.4,3.8,No,No,Germination,78.7,33.0,Increase irrigation,5.59
IMG_003832,2021-11-25,G008,P003832,Maize,West,Loamy,29.95,30.3,64.7,36934.3,Urea,8.7,148.9,1.93,104.0,2.0,No,No,Vegetative,88.7,87.3,Increase irrigation,8.26
IMG_003833,2021-09-04,G016,P003833,Soybean,West,Loamy,33.49,24.1,71.9,22266.5,DAP,11.2,155.9,1.85,121.9,2.6,No,No,Flowering,87.0,73.6,Add fertilizer,8.07
IMG_003834,2021-01-20,G015,P003834,Wheat,East,Loamy,17.58,21.5,74.0,44166.9,Compost,11.7,67.8,2.43,106.7,4.7,No,No,Flowering,84.5,52.7,Apply pesticide,3.34
IMG_003835,2021-08-29,G014,P003835,Maize,East,Clay,27.06,29.0,58.8,29015.8,Compost,4.9,48.4,2.53,78.2,3.0,No,Yes,Vegetative,87.3,90.0,Add fertilizer,8.55
IMG_003836,2021-11-10,G012,P003836,Rice,West,Sandy,30.96,23.6,77.3,17746.8,NPK,8.3,43.9,1.72,38.2,4.6,No,Yes,Vegetative,77.9,53.0,Add fertilizer,4.01
IMG_003837,2021-03-31,G016,P003837,Rice,North,Clay,28.0,15.4,73.0,40150.6,Urea,9.9,64.2,1.78,50.2,3.6,No,Yes,Flowering,78.0,68.1,Apply pesticide,7.12
IMG_003838,2021-10-03,G019,P003838,Wheat,North,Sandy,24.37,16.6,67.9,32308.9,DAP,8.9,74.7,1.09,114.5,2.1,No,Yes,Vegetative,74.5,91.9,Increase irrigation,6.82
IMG_003839,2021-12-21,G020,P003839,Wheat,West,Clay,19.99,22.6,43.4,24621.1,DAP,5.5,120.6,1.74,27.6,4.3,No,Yes,Fruiting,78.2,73.2,Increase irrigation,4.63
IMG_003840,2021-04-21,G015,P003840,Soybean,North,Loamy,21.42,19.0,45.5,24897.3,Urea,5.4,47.7,1.07,81.5,2.6,No,Yes,Fruiting,87.2,81.6,Weed control,3.56
IMG_003841,2021-11-07,G005,P003841,Rice,North,Clay,31.29,26.4,66.3,43904.5,Compost,3.9,93.7,2.17,64.4,2.7,Yes,No,Flowering,79.6,68.3,Increase irrigation,8.43
IMG_003842,2021-07-21,G014,P003842,Maize,South,Loamy,19.9,31.5,72.2,44457.1,Urea,4.6,149.8,2.32,97.1,3.5,No,No,Fruiting,93.5,83.9,Apply pesticide,3.07
IMG_003843,2021-10-09,G019,P003843,Wheat,West,Clay,21.07,22.2,77.0,20104.4,DAP,9.1,147.4,0.97,64.3,3.6,No,No,Flowering,82.3,40.4,Weed control,3.03
IMG_003844,2021-07-02,G016,P003844,Maize,North,Loamy,20.2,16.5,56.1,22583.0,Urea,5.3,123.1,1.39,68.5,4.6,No,No,Flowering,66.5,72.0,Add fertilizer,7.36
IMG_003845,2021-11-20,G004,P003845,Maize,Central,Loamy,29.23,31.8,78.9,16230.2,Compost,8.5,154.9,2.46,95.9,3.8,No,No,Vegetative,68.3,73.2,No action,4.43
IMG_003846,2021-12-10,G019,P003846,Wheat,South,Clay,15.82,29.6,42.9,33698.1,DAP,8.4,91.1,1.0,25.5,3.4,No,No,Fruiting,65.5,42.1,Apply pesticide,4.71
IMG_003847,2021-01-19,G001,P003847,Wheat,South,Clay,21.95,26.7,51.2,35324.4,Urea,3.2,166.3,1.3,128.3,3.3,No,No,Flowering,76.6,78.9,Add fertilizer,5.15
IMG_003848,2021-07-30,G012,P003848,Wheat,West,Clay,18.58,20.4,45.1,17128.4,NPK,11.8,140.3,2.02,76.9,2.7,No,No,Fruiting,83.0,32.6,Increase irrigation,8.2
IMG_003849,2021-03-27,G018,P003849,Soybean,South,Loamy,16.82,27.3,62.9,34016.5,DAP,5.6,72.6,2.72,34.1,3.6,No,No,Maturity,88.1,60.2,Apply pesticide,7.64
IMG_003850,2021-02-02,G012,P003850,Maize,Central,Sandy,34.07,26.0,64.0,20465.3,NPK,8.1,119.8,2.24,69.8,4.2,No,No,Flowering,71.6,73.8,Weed control,5.04
IMG_003851,2021-02-15,G001,P003851,Soybean,North,Clay,26.02,19.1,63.8,23276.8,NPK,11.9,146.3,0.83,44.4,2.4,No,No,Fruiting,80.7,33.1,Increase irrigation,3.25
IMG_003852,2021-07-18,G013,P003852,Rice,North,Clay,16.63,17.3,66.2,41080.6,NPK,7.2,90.3,2.36,74.3,3.6,No,No,Maturity,76.3,71.8,Add fertilizer,8.76
IMG_003853,2021-12-15,G003,P003853,Rice,South,Clay,29.97,31.1,69.9,16006.1,DAP,8.9,83.4,0.92,60.6,4.1,No,Yes,Fruiting,75.7,63.0,Add fertilizer,6.48
IMG_003854,2021-04-10,G017,P003854,Wheat,East,Loamy,32.56,20.3,48.3,41172.1,Compost,4.1,164.8,2.32,128.5,4.3,No,Yes,Germination,66.8,30.6,Weed control,8.8
IMG_003855,2021-04-18,G006,P003855,Wheat,West,Loamy,34.86,25.8,56.5,24065.8,DAP,3.7,107.6,2.74,96.5,2.9,No,No,Fruiting,88.0,61.0,Add fertilizer,6.62
IMG_003856,2021-06-06,G007,P003856,Maize,North,Clay,33.79,18.6,59.8,19081.6,Compost,3.8,140.9,1.1,39.2,4.1,No,Yes,Flowering,85.1,47.3,Increase irrigation,4.09
IMG_003857,2021-03-29,G003,P003857,Maize,West,Sandy,34.24,23.4,43.6,35661.8,Compost,4.8,61.4,2.07,102.2,2.9,No,No,Flowering,76.4,36.0,Add fertilizer,8.66
IMG_003858,2021-11-07,G015,P003858,Rice,North,Loamy,32.23,26.1,48.0,22026.5,Compost,4.7,69.7,2.28,90.2,3.2,No,Yes,Fruiting,76.3,70.1,Weed control,7.04
IMG_003859,2021-06-13,G009,P003859,Wheat,South,Loamy,15.48,26.6,64.6,41929.3,NPK,3.6,82.9,2.24,51.3,3.6,No,No,Maturity,91.7,48.3,No action,5.54
IMG_003860,2021-10-04,G006,P003860,Soybean,North,Silty,31.77,15.3,62.9,35051.5,Urea,4.1,132.2,0.91,30.3,4.8,No,No,Flowering,71.9,79.0,No action,3.09
IMG_003861,2021-04-23,G006,P003861,Maize,West,Sandy,23.4,22.6,75.3,32236.7,Urea,9.9,112.5,0.96,78.0,4.6,No,No,Germination,87.3,86.0,Add fertilizer,6.03
IMG_003862,2021-05-23,G010,P003862,Rice,East,Clay,34.26,23.7,73.7,34869.7,Urea,11.5,154.3,2.5,28.7,3.6,No,No,Flowering,91.5,62.1,Add fertilizer,4.25
IMG_003863,2021-07-03,G011,P003863,Soybean,East,Sandy,34.6,23.2,41.7,34893.4,NPK,6.0,164.8,1.24,101.3,4.3,No,No,Vegetative,73.0,38.2,Apply pesticide,6.3
IMG_003864,2021-09-03,G015,P003864,Soybean,East,Loamy,27.06,24.0,50.8,42219.8,None,6.6,118.7,1.08,27.1,2.1,No,No,Maturity,83.9,64.9,Apply pesticide,3.22
IMG_003865,2021-12-29,G005,P003865,Wheat,Central,Loamy,19.01,24.7,41.5,19992.4,None,7.0,110.0,2.47,103.3,2.9,No,No,Flowering,74.7,79.6,Apply pesticide,6.37
IMG_003866,2021-11-24,G020,P003866,Maize,East,Sandy,21.26,30.0,75.9,32645.3,Urea,5.0,70.0,1.79,49.2,3.3,No,No,Flowering,66.5,46.8,Apply pesticide,7.26
IMG_003867,2021-08-05,G009,P003867,Maize,West,Loamy,31.79,21.2,71.4,28779.7,Urea,7.3,79.3,1.01,101.8,3.8,No,No,Flowering,70.4,55.4,No action,8.04
IMG_003868,2021-06-09,G019,P003868,Maize,West,Clay,18.94,18.8,62.2,38181.2,Urea,8.3,47.9,0.91,74.4,3.6,No,No,Maturity,69.2,90.5,Increase irrigation,5.76
IMG_003869,2021-08-07,G005,P003869,Rice,East,Clay,20.62,25.8,41.8,43883.4,None,4.8,161.1,2.07,117.0,4.5,No,No,Germination,82.7,63.3,Increase irrigation,3.63
IMG_003870,2021-08-27,G019,P003870,Rice,East,Loamy,31.42,18.0,55.3,31126.5,DAP,5.3,73.5,2.31,91.0,3.0,No,Yes,Vegetative,82.9,36.6,Apply pesticide,4.68
IMG_003871,2021-02-12,G010,P003871,Wheat,East,Clay,26.21,32.7,57.3,22421.4,Urea,6.5,44.5,1.19,106.4,4.5,No,No,Fruiting,73.2,71.9,No action,4.23
IMG_003872,2021-05-19,G010,P003872,Rice,Central,Loamy,21.76,27.9,69.2,34469.4,Urea,10.9,73.0,2.66,90.3,2.3,No,No,Vegetative,81.9,67.7,Increase irrigation,8.8
IMG_003873,2021-06-19,G016,P003873,Rice,East,Clay,15.79,32.7,54.5,28240.2,Urea,4.3,48.3,2.76,28.2,3.7,No,No,Flowering,80.0,34.3,No action,6.56
IMG_003874,2021-02-18,G013,P003874,Rice,West,Loamy,19.42,25.1,48.8,28194.3,NPK,6.0,52.1,2.06,127.4,2.9,No,No,Vegetative,90.8,56.1,No action,3.52
IMG_003875,2021-04-02,G011,P003875,Wheat,Central,Loamy,23.49,21.8,61.0,39781.2,NPK,8.5,108.6,2.24,85.7,2.2,No,No,Fruiting,70.1,45.5,Weed control,5.56
IMG_003876,2021-06-25,G005,P003876,Maize,West,Loamy,24.89,30.4,78.1,36453.5,None,10.5,50.4,2.2,35.0,3.9,No,No,Flowering,90.8,70.8,Add fertilizer,6.74
IMG_003877,2021-02-01,G017,P003877,Soybean,South,Loamy,32.11,34.0,45.2,15213.0,NPK,5.1,119.3,0.9,119.7,2.7,No,No,Vegetative,94.0,39.7,Weed control,6.5
IMG_003878,2021-04-27,G018,P003878,Soybean,East,Loamy,22.65,19.2,61.5,29552.7,NPK,8.0,101.1,2.49,93.9,4.3,No,No,Fruiting,66.0,61.0,Apply pesticide,3.7
IMG_003879,2021-07-20,G002,P003879,Maize,East,Clay,15.15,30.9,62.7,44424.6,Compost,5.9,42.6,2.21,67.0,3.9,No,No,Vegetative,83.4,62.1,Increase irrigation,6.01
IMG_003880,2021-03-28,G020,P003880,Wheat,Central,Clay,30.03,32.6,62.6,17543.7,DAP,4.4,46.9,1.24,79.5,2.3,No,No,Fruiting,69.5,50.4,Apply pesticide,7.45
IMG_003881,2021-07-04,G004,P003881,Maize,South,Loamy,16.39,26.5,59.6,42765.8,Compost,8.1,124.6,2.74,71.2,2.9,No,No,Maturity,71.3,89.5,Weed control,8.23
IMG_003882,2021-02-27,G015,P003882,Maize,East,Clay,23.48,27.0,68.6,39441.5,NPK,9.7,47.3,2.26,117.3,4.6,No,No,Fruiting,70.3,33.5,Add fertilizer,5.97
IMG_003883,2021-07-29,G002,P003883,Rice,West,Loamy,34.03,28.0,72.3,25130.0,Urea,9.4,75.1,1.15,59.3,3.6,No,No,Vegetative,86.6,56.4,Add fertilizer,7.22
IMG_003884,2021-02-27,G008,P003884,Wheat,North,Loamy,29.58,16.2,45.0,43576.2,Urea,11.6,122.1,1.48,35.2,3.0,No,No,Fruiting,83.5,59.5,Weed control,4.7
IMG_003885,2021-12-23,G010,P003885,Wheat,West,Silty,22.23,27.3,43.7,37878.9,DAP,7.5,163.2,1.11,86.6,3.3,No,No,Flowering,81.2,58.7,Apply pesticide,5.38
IMG_003886,2021-01-13,G007,P003886,Soybean,Central,Clay,31.15,32.9,53.6,41651.0,None,11.6,89.8,1.95,61.9,4.2,No,No,Flowering,88.7,42.1,Weed control,8.06
IMG_003887,2021-01-10,G008,P003887,Soybean,West,Loamy,16.91,30.9,78.2,19668.3,DAP,10.8,127.8,2.23,115.3,2.7,Yes,No,Germination,81.9,79.5,Weed control,8.36
IMG_003888,2021-04-10,G018,P003888,Wheat,Central,Clay,27.39,22.8,45.6,28088.6,Urea,11.0,164.7,1.73,75.0,2.7,No,No,Germination,74.7,93.0,Weed control,6.04
IMG_003889,2021-03-30,G016,P003889,Rice,East,Loamy,20.46,20.3,47.2,29608.0,Urea,7.7,138.2,1.97,106.5,3.4,No,No,Vegetative,94.5,73.1,Add fertilizer,8.83
IMG_003890,2021-09-06,G017,P003890,Wheat,East,Sandy,17.23,22.3,43.5,29725.2,NPK,7.2,119.9,2.08,114.8,3.7,No,Yes,Flowering,86.9,87.7,Weed control,3.88
IMG_003891,2021-05-17,G005,P003891,Wheat,South,Loamy,27.84,32.8,74.8,28954.7,NPK,6.1,135.5,2.13,98.1,4.3,No,Yes,Flowering,78.2,39.2,No action,8.57
IMG_003892,2021-01-26,G017,P003892,Soybean,Central,Loamy,21.88,28.6,72.7,26366.0,Urea,4.5,50.3,1.06,104.3,3.8,Yes,No,Fruiting,58.3,87.3,Weed control,8.88
IMG_003893,2021-07-15,G002,P003893,Wheat,North,Loamy,30.23,21.9,61.9,17541.2,NPK,3.8,61.8,1.78,115.2,3.9,No,No,Maturity,93.9,34.6,No action,3.42
IMG_003894,2021-05-14,G017,P003894,Maize,West,Sandy,16.44,20.9,47.1,22003.4,Urea,3.9,104.4,2.55,105.4,3.1,No,No,Flowering,87.8,56.9,Add fertilizer,8.93
IMG_003895,2021-01-27,G001,P003895,Rice,North,Loamy,34.38,26.4,45.7,27043.4,NPK,11.7,90.0,1.1,119.9,4.0,No,Yes,Vegetative,83.3,59.4,Weed control,4.57
IMG_003896,2021-12-28,G014,P003896,Maize,West,Loamy,17.12,28.6,75.9,39872.1,DAP,6.2,98.4,0.96,57.5,3.9,Yes,No,Flowering,69.8,89.2,Add fertilizer,6.57
IMG_003897,2021-03-03,G011,P003897,Wheat,South,Loamy,15.45,24.6,65.9,19520.3,Urea,11.2,55.5,1.74,94.2,2.5,No,No,Vegetative,81.8,58.6,Add fertilizer,3.76
